0.00	X
0.11	C
0.22	B
0.36	C
0.50	B
0.64	A
0.72	B
0.77	D
0.96	C
1.17	A
1.25	D
1.37	B
1.51	E
1.72	C
1.79	A
1.87	B
1.95	A
2.03	B
2.16	F
2.30	B
2.58	C
2.72	B
2.86	X
3.00	X
